subject,age,gender,condition,phase,trial,stimulus,congruency,rt,correct,
1,20,m,1,practice,0,XXXXX,baseline,200,0,
1,20,m,1,practice,1,RED,incongruent,1288,0,
1,20,m,1,practice,2,XXXXX,baseline,1070,1,
1,20,m,1,practice,3,BLUE,incongruent,1250,0,
1,20,m,1,practice,4,BLUE,congruent,705,1,
1,20,m,1,practice,5,XXXX,baseline,690,1,
1,20,m,1,practice,6,XXXXX,baseline,633,1,
1,20,m,1,practice,7,XXXXX,baseline,718,1,
1,20,m,1,practice,8,BLUE,incongruent,244,999,
1,20,m,1,practice,9,RED,incongruent,1030,0,
1,20,m,1,practice,10,GREEN,congruent,829,1,
1,20,m,1,practice,11,GREEN,incongruent,700,1,
1,20,m,1,practice,12,GREEN,congruent,774,1,
1,20,m,1,practice,13,XXXXX,baseline,533,0,
1,20,m,1,practice,14,XXX,baseline,1146,1,
1,20,m,1,practice,15,BLUE,incongruent,855,1,
1,20,m,1,practice,16,GREEN,incongruent,1060,999,
1,20,m,1,practice,17,BLUE,congruent,201,999,
1,20,m,1,practice,18,XXX,baseline,200,999,
1,20,m,1,practice,19,RED,congruent,201,999,
1,20,m,1,practice,20,XXXX,baseline,200,999,
1,20,m,1,practice,21,BROWN,congruent,627,999,
1,20,m,1,practice,22,BLUE,congruent,863,1,
1,20,m,1,practice,23,XXXXX,baseline,867,1,
1,20,m,1,practice,24,RED,congruent,828,1,
1,20,m,1,practice,25,XXX,baseline,905,1,
1,20,m,1,practice,26,BLUE,incongruent,1153,1,
1,20,m,1,practice,27,RED,incongruent,1037,1,
1,20,m,1,practice,28,BLUE,incongruent,349,999,
1,20,m,1,practice,29,BROWN,incongruent,1601,1,
1,20,m,1,practice,30,BROWN,congruent,200,999,
1,20,m,1,practice,31,XXX,baseline,817,1,
1,20,m,1,practice,32,XXXXX,baseline,1177,1,
1,20,m,1,practice,33,BROWN,congruent,783,1,
1,20,m,1,practice,34,GREEN,congruent,979,1,
1,20,m,1,practice,35,BLUE,congruent,627,1,
1,20,m,1,practice,36,BROWN,incongruent,1168,1,
1,20,m,1,practice,37,XXXXX,baseline,945,1,
1,20,m,1,practice,38,RED,incongruent,909,1,
1,20,m,1,practice,39,XXXXX,baseline,444,1,
1,20,m,1,practice,40,GREEN,congruent,1036,1,
1,20,m,1,practice,41,BROWN,incongruent,1354,1,
1,20,m,1,practice,42,BROWN,congruent,200,999,
1,20,m,1,practice,43,GREEN,congruent,919,1,
1,20,m,1,practice,44,RED,incongruent,790,1,
1,20,m,1,practice,45,XXXXX,baseline,469,1,
1,20,m,1,practice,46,RED,congruent,934,1,
1,20,m,1,practice,47,BLUE,incongruent,897,1,
1,20,m,1,standing,0,RED,congruent,468,1,
1,20,m,1,standing,1,GREEN,incongruent,200,999,
1,20,m,1,standing,2,RED,incongruent,202,1,
1,20,m,1,standing,3,GREEN,incongruent,200,999,
1,20,m,1,standing,4,RED,incongruent,201,999,
1,20,m,1,standing,5,XXXXX,baseline,650,1,
1,20,m,1,standing,6,GREEN,congruent,581,1,
1,20,m,1,standing,7,GREEN,incongruent,854,1,
1,20,m,1,standing,8,RED,incongruent,650,1,
1,20,m,1,standing,9,XXXX,baseline,200,999,
1,20,m,1,standing,10,RED,incongruent,1195,1,
1,20,m,1,standing,11,BLUE,incongruent,1129,0,
1,20,m,1,standing,12,BLUE,congruent,898,1,
1,20,m,1,standing,13,BROWN,congruent,732,1,
1,20,m,1,standing,14,BROWN,congruent,624,1,
1,20,m,1,standing,15,BROWN,congruent,660,1,
1,20,m,1,standing,16,RED,congruent,797,1,
1,20,m,1,standing,17,XXX,baseline,201,999,
1,20,m,1,standing,18,XXXX,baseline,201,999,
1,20,m,1,standing,19,XXXX,baseline,976,1,
1,20,m,1,standing,20,XXXX,baseline,1023,1,
1,20,m,1,standing,21,BROWN,incongruent,1060,1,
1,20,m,1,standing,22,GREEN,incongruent,852,1,
1,20,m,1,standing,23,XXXXX,baseline,877,1,
1,20,m,1,standing,24,GREEN,incongruent,1023,1,
1,20,m,1,standing,25,BROWN,congruent,201,999,
1,20,m,1,standing,26,RED,congruent,1013,1,
1,20,m,1,standing,27,BROWN,congruent,876,1,
1,20,m,1,standing,28,XXXX,baseline,781,1,
1,20,m,1,standing,29,XXXXX,baseline,828,1,
1,20,m,1,standing,30,BROWN,incongruent,1137,1,
1,20,m,1,standing,31,XXXXX,baseline,958,1,
1,20,m,1,standing,32,GREEN,incongruent,1288,1,
1,20,m,1,standing,33,XXXXX,baseline,200,999,
1,20,m,1,standing,34,BROWN,incongruent,200,1,
1,20,m,1,standing,35,XXXXX,baseline,908,1,
1,20,m,1,standing,36,XXXXX,baseline,792,1,
1,20,m,1,standing,37,GREEN,congruent,1590,1,
1,20,m,1,standing,38,GREEN,congruent,915,1,
1,20,m,1,standing,39,BLUE,incongruent,1063,1,
1,20,m,1,standing,40,BLUE,congruent,916,1,
1,20,m,1,standing,41,XXXX,baseline,892,1,
1,20,m,1,standing,42,BLUE,congruent,950,1,
1,20,m,1,standing,43,BLUE,incongruent,711,1,
1,20,m,1,standing,44,BLUE,congruent,910,1,
1,20,m,1,standing,45,RED,incongruent,641,1,
1,20,m,1,standing,46,BROWN,incongruent,1397,1,
1,20,m,1,standing,47,RED,congruent,200,1,
1,20,m,1,standing,48,GREEN,congruent,983,1,
1,20,m,1,standing,49,XXX,baseline,1172,1,
1,20,m,1,standing,50,BROWN,congruent,1197,1,
1,20,m,1,standing,51,BROWN,incongruent,1111,1,
1,20,m,1,standing,52,BROWN,congruent,1009,1,
1,20,m,1,standing,53,XXXXX,baseline,902,1,
1,20,m,1,standing,54,GREEN,incongruent,899,1,
1,20,m,1,standing,55,BROWN,congruent,1636,1,
1,20,m,1,standing,56,GREEN,congruent,816,1,
1,20,m,1,standing,57,RED,incongruent,871,1,
1,20,m,1,standing,58,GREEN,incongruent,877,1,
1,20,m,1,standing,59,RED,congruent,1136,1,
1,20,m,1,standing,60,GREEN,congruent,268,999,
1,20,m,1,standing,61,BLUE,congruent,200,999,
1,20,m,1,standing,62,RED,incongruent,1093,1,
1,20,m,1,standing,63,BROWN,congruent,957,1,
1,20,m,1,standing,64,XXX,baseline,1105,1,
1,20,m,1,standing,65,XXX,baseline,1152,1,
1,20,m,1,standing,66,XXXXX,baseline,751,1,
1,20,m,1,standing,67,BROWN,incongruent,839,1,
1,20,m,1,standing,68,BROWN,incongruent,865,1,
1,20,m,1,standing,69,XXXXX,baseline,708,1,
1,20,m,1,standing,70,XXX,baseline,1140,1,
1,20,m,1,standing,71,XXX,baseline,790,1,
1,20,m,1,standing,72,GREEN,incongruent,1019,1,
1,20,m,1,standing,73,XXXX,baseline,711,1,
1,20,m,1,standing,74,RED,incongruent,817,1,
1,20,m,1,standing,75,XXXXX,baseline,701,1,
1,20,m,1,standing,76,XXXXX,baseline,779,1,
1,20,m,1,standing,77,XXXX,baseline,775,1,
1,20,m,1,standing,78,XXXXX,baseline,770,1,
1,20,m,1,standing,79,BLUE,congruent,532,1,
1,20,m,1,standing,80,BLUE,congruent,751,1,
1,20,m,1,standing,81,XXX,baseline,878,1,
1,20,m,1,standing,82,XXXX,baseline,823,0,
1,20,m,1,standing,83,XXX,baseline,1063,1,
1,20,m,1,standing,84,BROWN,incongruent,1017,1,
1,20,m,1,standing,85,BLUE,incongruent,993,1,
1,20,m,1,standing,86,BROWN,incongruent,947,1,
1,20,m,1,standing,87,RED,congruent,936,1,
1,20,m,1,standing,88,GREEN,congruent,1145,1,
1,20,m,1,standing,89,GREEN,incongruent,1253,1,
1,20,m,1,standing,90,XXXXX,baseline,1067,1,
1,20,m,1,standing,91,BLUE,congruent,990,1,
1,20,m,1,standing,92,BLUE,incongruent,854,1,
1,20,m,1,standing,93,GREEN,incongruent,921,1,
1,20,m,1,standing,94,RED,incongruent,987,1,
1,20,m,1,standing,95,BLUE,congruent,1175,1,
1,20,m,1,standing,96,XXXXX,baseline,1475,1,
1,20,m,1,standing,97,XXXX,baseline,1629,1,
1,20,m,1,standing,98,XXXXX,baseline,1518,1,
1,20,m,1,standing,99,RED,incongruent,1792,1,
1,20,m,1,standing,100,BLUE,incongruent,1133,1,
1,20,m,1,standing,101,RED,congruent,782,1,
1,20,m,1,standing,102,RED,congruent,1039,1,
1,20,m,1,standing,103,XXX,baseline,1187,1,
1,20,m,1,standing,104,XXXX,baseline,865,1,
1,20,m,1,standing,105,GREEN,congruent,1003,1,
1,20,m,1,standing,106,BROWN,congruent,1293,1,
1,20,m,1,standing,107,BLUE,congruent,918,1,
1,20,m,1,sitting,0,XXXXX,baseline,743,1,
1,20,m,1,sitting,1,XXX,baseline,215,1,
1,20,m,1,sitting,2,BROWN,congruent,200,1,
1,20,m,1,sitting,3,XXXXX,baseline,200,999,
1,20,m,1,sitting,4,GREEN,incongruent,201,999,
1,20,m,1,sitting,5,BROWN,congruent,958,1,
1,20,m,1,sitting,6,BLUE,congruent,201,999,
1,20,m,1,sitting,7,XXXX,baseline,822,1,
1,20,m,1,sitting,8,BLUE,congruent,796,1,
1,20,m,1,sitting,9,BLUE,incongruent,1422,1,
1,20,m,1,sitting,10,RED,incongruent,857,1,
1,20,m,1,sitting,11,BLUE,congruent,1160,1,
1,20,m,1,sitting,12,XXX,baseline,708,1,
1,20,m,1,sitting,13,RED,incongruent,1781,1,
1,20,m,1,sitting,14,GREEN,incongruent,1092,1,
1,20,m,1,sitting,15,RED,incongruent,720,1,
1,20,m,1,sitting,16,RED,congruent,1030,1,
1,20,m,1,sitting,17,BLUE,incongruent,1077,1,
1,20,m,1,sitting,18,XXXXX,baseline,1173,1,
1,20,m,1,sitting,19,XXXX,baseline,1463,1,
1,20,m,1,sitting,20,BLUE,incongruent,1060,1,
1,20,m,1,sitting,21,RED,congruent,1494,1,
1,20,m,1,sitting,22,GREEN,congruent,1029,1,
1,20,m,1,sitting,23,GREEN,incongruent,1634,1,
1,20,m,1,sitting,24,BLUE,incongruent,1599,1,
1,20,m,1,sitting,25,XXXXX,baseline,1436,1,
1,20,m,1,sitting,26,XXXXX,baseline,1616,1,
1,20,m,1,sitting,27,BLUE,incongruent,1578,1,
1,20,m,1,sitting,28,XXXXX,baseline,953,1,
1,20,m,1,sitting,29,RED,congruent,1191,1,
1,20,m,1,sitting,30,XXXX,baseline,1181,1,
1,20,m,1,sitting,31,BROWN,congruent,1672,1,
1,20,m,1,sitting,32,BROWN,congruent,1190,1,
1,20,m,1,sitting,33,XXXX,baseline,877,1,
1,20,m,1,sitting,34,RED,congruent,1708,1,
1,20,m,1,sitting,35,GREEN,incongruent,200,999,
1,20,m,1,sitting,36,RED,incongruent,943,1,
1,20,m,1,sitting,37,GREEN,congruent,1629,1,
1,20,m,1,sitting,38,XXXX,baseline,990,1,
1,20,m,1,sitting,39,XXX,baseline,944,1,
1,20,m,1,sitting,40,XXXX,baseline,979,1,
1,20,m,1,sitting,41,BROWN,congruent,1027,1,
1,20,m,1,sitting,42,GREEN,incongruent,1233,1,
1,20,m,1,sitting,43,BLUE,congruent,786,1,
1,20,m,1,sitting,44,GREEN,congruent,1140,1,
1,20,m,1,sitting,45,BLUE,congruent,1348,1,
1,20,m,1,sitting,46,BLUE,congruent,834,1,
1,20,m,1,sitting,47,XXX,baseline,200,1,
1,20,m,1,sitting,48,XXX,baseline,789,1,
1,20,m,1,sitting,49,BROWN,incongruent,1253,1,
1,20,m,1,sitting,50,GREEN,congruent,1232,1,
1,20,m,1,sitting,51,XXXXX,baseline,908,1,
1,20,m,1,sitting,52,GREEN,incongruent,913,1,
1,20,m,1,sitting,53,RED,congruent,877,1,
1,20,m,1,sitting,54,BROWN,incongruent,1187,1,
1,20,m,1,sitting,55,BROWN,congruent,1517,1,
1,20,m,1,sitting,56,XXXX,baseline,981,1,
1,20,m,1,sitting,57,BLUE,incongruent,1090,1,
1,20,m,1,sitting,58,XXXXX,baseline,877,1,
1,20,m,1,sitting,59,BLUE,incongruent,1227,1,
1,20,m,1,sitting,60,GREEN,congruent,1507,1,
1,20,m,1,sitting,61,BROWN,congruent,1873,1,
1,20,m,1,sitting,62,BLUE,incongruent,200,1,
1,20,m,1,sitting,63,XXX,baseline,901,1,
1,20,m,1,sitting,64,XXXXX,baseline,672,1,
1,20,m,1,sitting,65,GREEN,congruent,917,1,
1,20,m,1,sitting,66,RED,incongruent,1431,1,
1,20,m,1,sitting,67,RED,incongruent,1193,1,
1,20,m,1,sitting,68,RED,congruent,873,1,
1,20,m,1,sitting,69,BLUE,incongruent,1141,1,
1,20,m,1,sitting,70,GREEN,congruent,1152,999,
1,20,m,1,sitting,71,XXXXX,baseline,1473,1,
1,20,m,1,sitting,72,BROWN,congruent,200,999,
1,20,m,1,sitting,73,XXXX,baseline,1034,1,
1,20,m,1,sitting,74,BROWN,incongruent,980,1,
1,20,m,1,sitting,75,RED,incongruent,1168,1,
1,20,m,1,sitting,76,XXXXX,baseline,1154,1,
1,20,m,1,sitting,77,BROWN,congruent,904,1,
1,20,m,1,sitting,78,XXXXX,baseline,1190,1,
1,20,m,1,sitting,79,GREEN,incongruent,1134,1,
1,20,m,1,sitting,80,XXXX,baseline,1699,1,
1,20,m,1,sitting,81,BLUE,incongruent,848,1,
1,20,m,1,sitting,82,BROWN,congruent,975,1,
1,20,m,1,sitting,83,GREEN,congruent,788,1,
1,20,m,1,sitting,84,GREEN,congruent,814,1,
1,20,m,1,sitting,85,BROWN,incongruent,1155,1,
1,20,m,1,sitting,86,RED,incongruent,1181,1,
1,20,m,1,sitting,87,XXX,baseline,1716,1,
1,20,m,1,sitting,88,GREEN,incongruent,775,1,
1,20,m,1,sitting,89,XXXXX,baseline,892,1,
1,20,m,1,sitting,90,GREEN,incongruent,1132,1,
1,20,m,1,sitting,91,XXXXX,baseline,873,999,
1,20,m,1,sitting,92,RED,incongruent,1194,1,
1,20,m,1,sitting,93,BROWN,incongruent,1078,1,
1,20,m,1,sitting,94,BLUE,incongruent,1236,1,
1,20,m,1,sitting,95,XXXXX,baseline,1464,1,
1,20,m,1,sitting,96,XXXX,baseline,1253,1,
1,20,m,1,sitting,97,RED,congruent,1059,1,
1,20,m,1,sitting,98,XXX,baseline,840,1,
1,20,m,1,sitting,99,XXXXX,baseline,988,1,
1,20,m,1,sitting,100,RED,incongruent,1258,1,
1,20,m,1,sitting,101,BROWN,congruent,1212,1,
1,20,m,1,sitting,102,GREEN,congruent,1065,1,
1,20,m,1,sitting,103,GREEN,incongruent,1497,1,
1,20,m,1,sitting,104,BROWN,congruent,827,1,
1,20,m,1,sitting,105,XXX,baseline,1026,1,
1,20,m,1,sitting,106,GREEN,congruent,879,1,
1,20,m,1,sitting,107,XXX,baseline,956,1,
2,20,f,2,practice,0,GREEN,congruent,200,0,
2,20,f,2,practice,1,XXXX,baseline,896,1,
2,20,f,2,practice,2,XXXX,baseline,1103,1,
2,20,f,2,practice,3,BROWN,incongruent,1019,1,
2,20,f,2,practice,4,BROWN,incongruent,853,1,
2,20,f,2,practice,5,RED,incongruent,1007,1,
2,20,f,2,practice,6,BROWN,congruent,696,1,
2,20,f,2,practice,7,RED,incongruent,791,1,
2,20,f,2,practice,8,RED,incongruent,744,1,
2,20,f,2,practice,9,GREEN,congruent,707,1,
2,20,f,2,practice,10,RED,congruent,873,1,
2,20,f,2,practice,11,XXX,baseline,817,1,
2,20,f,2,practice,12,XXXXX,baseline,729,1,
2,20,f,2,practice,13,BLUE,incongruent,1667,1,
2,20,f,2,practice,14,XXXXX,baseline,674,1,
2,20,f,2,practice,15,GREEN,incongruent,1012,1,
2,20,f,2,practice,16,GREEN,congruent,753,1,
2,20,f,2,practice,17,RED,congruent,756,1,
2,20,f,2,practice,18,RED,congruent,292,999,
2,20,f,2,practice,19,XXXX,baseline,200,999,
2,20,f,2,practice,20,BLUE,incongruent,200,0,
2,20,f,2,practice,21,RED,congruent,708,1,
2,20,f,2,practice,22,XXXXX,baseline,710,1,
2,20,f,2,practice,23,XXX,baseline,907,1,
2,20,f,2,practice,24,BROWN,congruent,779,1,
2,20,f,2,practice,25,GREEN,incongruent,1056,1,
2,20,f,2,practice,26,XXXXX,baseline,728,1,
2,20,f,2,practice,27,BROWN,congruent,672,1,
2,20,f,2,practice,28,XXXX,baseline,634,1,
2,20,f,2,practice,29,BLUE,incongruent,699,1,
2,20,f,2,practice,30,BROWN,incongruent,975,1,
2,20,f,2,practice,31,XXXXX,baseline,877,1,
2,20,f,2,practice,32,BLUE,incongruent,960,1,
2,20,f,2,practice,33,XXX,baseline,933,1,
2,20,f,2,practice,34,XXXXX,baseline,854,1,
2,20,f,2,practice,35,BLUE,congruent,796,1,
2,20,f,2,practice,36,BROWN,congruent,728,1,
2,20,f,2,practice,37,XXXXX,baseline,834,1,
2,20,f,2,practice,38,BLUE,congruent,735,1,
2,20,f,2,practice,39,RED,incongruent,913,1,
2,20,f,2,practice,40,RED,congruent,652,1,
2,20,f,2,practice,41,XXXXX,baseline,758,1,
2,20,f,2,practice,42,XXXXX,baseline,659,1,
2,20,f,2,practice,43,BLUE,incongruent,855,1,
2,20,f,2,practice,44,BLUE,congruent,950,1,
2,20,f,2,practice,45,GREEN,congruent,781,1,
2,20,f,2,practice,46,BROWN,incongruent,1048,1,
2,20,f,2,practice,47,BROWN,incongruent,1011,1,
2,20,f,2,standing,0,BLUE,incongruent,1472,1,
2,20,f,2,standing,1,GREEN,incongruent,904,1,
2,20,f,2,standing,2,XXXXX,baseline,817,1,
2,20,f,2,standing,3,XXXX,baseline,863,1,
2,20,f,2,standing,4,XXXXX,baseline,746,1,
2,20,f,2,standing,5,XXX,baseline,892,1,
2,20,f,2,standing,6,RED,congruent,743,1,
2,20,f,2,standing,7,XXX,baseline,796,1,
2,20,f,2,standing,8,BROWN,congruent,899,1,
2,20,f,2,standing,9,XXXXX,baseline,770,1,
2,20,f,2,standing,10,XXX,baseline,703,1,
2,20,f,2,standing,11,XXX,baseline,675,1,
2,20,f,2,standing,12,XXX,baseline,741,1,
2,20,f,2,standing,13,BROWN,congruent,788,1,
2,20,f,2,standing,14,RED,incongruent,1333,1,
2,20,f,2,standing,15,XXXXX,baseline,958,1,
2,20,f,2,standing,16,RED,congruent,944,1,
2,20,f,2,standing,17,XXXX,baseline,746,1,
2,20,f,2,standing,18,BROWN,congruent,863,1,
2,20,f,2,standing,19,GREEN,congruent,859,1,
2,20,f,2,standing,20,XXX,baseline,702,1,
2,20,f,2,standing,21,XXXXX,baseline,939,1,
2,20,f,2,standing,22,BLUE,congruent,793,1,
2,20,f,2,standing,23,RED,congruent,830,1,
2,20,f,2,standing,24,GREEN,incongruent,1333,1,
2,20,f,2,standing,25,XXX,baseline,978,1,
2,20,f,2,standing,26,GREEN,incongruent,1096,1,
2,20,f,2,standing,27,BLUE,congruent,746,1,
2,20,f,2,standing,28,XXXXX,baseline,916,1,
2,20,f,2,standing,29,GREEN,incongruent,1135,1,
2,20,f,2,standing,30,BROWN,incongruent,899,1,
2,20,f,2,standing,31,RED,incongruent,945,1,
2,20,f,2,standing,32,BLUE,congruent,858,1,
2,20,f,2,standing,33,GREEN,congruent,793,1,
2,20,f,2,standing,34,BLUE,congruent,758,1,
2,20,f,2,standing,35,GREEN,incongruent,1291,1,
2,20,f,2,standing,36,BLUE,incongruent,1175,1,
2,20,f,2,standing,37,XXXXX,baseline,815,1,
2,20,f,2,standing,38,BLUE,congruent,792,1,
2,20,f,2,standing,39,XXXX,baseline,870,1,
2,20,f,2,standing,40,BLUE,congruent,692,1,
2,20,f,2,standing,41,XXXXX,baseline,758,1,
2,20,f,2,standing,42,BROWN,congruent,824,1,
2,20,f,2,standing,43,BROWN,congruent,709,1,
2,20,f,2,standing,44,RED,congruent,1112,1,
2,20,f,2,standing,45,GREEN,incongruent,1222,1,
2,20,f,2,standing,46,XXXX,baseline,1105,1,
2,20,f,2,standing,47,BLUE,incongruent,1091,1,
2,20,f,2,standing,48,BLUE,incongruent,1025,1,
2,20,f,2,standing,49,RED,congruent,1042,1,
2,20,f,2,standing,50,XXXXX,baseline,795,1,
2,20,f,2,standing,51,GREEN,congruent,872,1,
2,20,f,2,standing,52,BLUE,congruent,858,1,
2,20,f,2,standing,53,BLUE,incongruent,1055,1,
2,20,f,2,standing,54,XXXXX,baseline,836,1,
2,20,f,2,standing,55,XXXXX,baseline,912,1,
2,20,f,2,standing,56,BLUE,congruent,765,1,
2,20,f,2,standing,57,GREEN,congruent,852,1,
2,20,f,2,standing,58,GREEN,incongruent,1304,1,
2,20,f,2,standing,59,GREEN,incongruent,958,1,
2,20,f,2,standing,60,BROWN,incongruent,1146,1,
2,20,f,2,standing,61,XXXXX,baseline,827,1,
2,20,f,2,standing,62,BROWN,incongruent,944,1,
2,20,f,2,standing,63,BROWN,incongruent,1011,1,
2,20,f,2,standing,64,RED,incongruent,1018,1,
2,20,f,2,standing,65,BLUE,congruent,901,1,
2,20,f,2,standing,66,BLUE,congruent,937,1,
2,20,f,2,standing,67,BROWN,congruent,871,1,
2,20,f,2,standing,68,XXXXX,baseline,826,1,
2,20,f,2,standing,69,BLUE,incongruent,1045,1,
2,20,f,2,standing,70,BROWN,incongruent,1172,1,
2,20,f,2,standing,71,BROWN,congruent,811,1,
2,20,f,2,standing,72,GREEN,incongruent,988,1,
2,20,f,2,standing,73,BROWN,congruent,1044,1,
2,20,f,2,standing,74,GREEN,incongruent,1059,1,
2,20,f,2,standing,75,RED,incongruent,1015,1,
2,20,f,2,standing,76,XXXX,baseline,777,1,
2,20,f,2,standing,77,XXX,baseline,662,1,
2,20,f,2,standing,78,XXX,baseline,861,1,
2,20,f,2,standing,79,BROWN,incongruent,797,1,
2,20,f,2,standing,80,RED,congruent,866,1,
2,20,f,2,standing,81,XXXX,baseline,1014,0,
2,20,f,2,standing,82,GREEN,congruent,908,1,
2,20,f,2,standing,83,RED,congruent,954,1,
2,20,f,2,standing,84,XXXXX,baseline,796,1,
2,20,f,2,standing,85,BROWN,incongruent,986,1,
2,20,f,2,standing,86,XXXXX,baseline,1194,1,
2,20,f,2,standing,87,BROWN,congruent,743,1,
2,20,f,2,standing,88,BLUE,incongruent,FALSE,999,
2,20,f,2,standing,89,XXXXX,baseline,FALSE,999,
2,20,f,2,standing,90,XXX,baseline,1283,1,
2,20,f,2,standing,91,XXXXX,baseline,944,1,
2,20,f,2,standing,92,GREEN,congruent,FALSE,999,
2,20,f,2,standing,93,XXX,baseline,816,1,
2,20,f,2,standing,94,BLUE,congruent,1024,1,
2,20,f,2,standing,95,RED,incongruent,1212,0,
2,20,f,2,standing,96,BLUE,congruent,1096,1,
2,20,f,2,standing,97,GREEN,incongruent,1091,1,
2,20,f,2,standing,98,GREEN,congruent,985,1,
2,20,f,2,standing,99,XXX,baseline,1215,1,
2,20,f,2,standing,100,RED,incongruent,1383,1,
2,20,f,2,standing,101,RED,congruent,1334,1,
2,20,f,2,standing,102,RED,incongruent,1339,1,
2,20,f,2,standing,103,BLUE,incongruent,948,1,
2,20,f,2,standing,104,BROWN,incongruent,933,1,
2,20,f,2,standing,105,XXXXX,baseline,FALSE,999,
2,20,f,2,standing,106,BLUE,incongruent,1152,1,
2,20,f,2,standing,107,BROWN,incongruent,264,1,
2,20,f,2,sitting,0,BROWN,congruent,1020,1,
2,20,f,2,sitting,1,XXX,baseline,863,1,
2,20,f,2,sitting,2,XXXX,baseline,818,1,
2,20,f,2,sitting,3,XXXX,baseline,854,1,
2,20,f,2,sitting,4,GREEN,congruent,912,1,
2,20,f,2,sitting,5,GREEN,incongruent,948,1,
2,20,f,2,sitting,6,RED,congruent,1044,1,
2,20,f,2,sitting,7,XXXXX,baseline,795,1,
2,20,f,2,sitting,8,RED,incongruent,1025,1,
2,20,f,2,sitting,9,BLUE,incongruent,979,1,
2,20,f,2,sitting,10,GREEN,incongruent,1330,1,
2,20,f,2,sitting,11,GREEN,congruent,919,1,
2,20,f,2,sitting,12,BROWN,congruent,812,1,
2,20,f,2,sitting,13,GREEN,congruent,493,1,
2,20,f,2,sitting,14,RED,incongruent,937,1,
2,20,f,2,sitting,15,RED,congruent,1439,1,
2,20,f,2,sitting,16,XXXXX,baseline,1019,1,
2,20,f,2,sitting,17,GREEN,congruent,952,1,
2,20,f,2,sitting,18,XXXXX,baseline,978,1,
2,20,f,2,sitting,19,BROWN,congruent,852,1,
2,20,f,2,sitting,20,GREEN,incongruent,867,1,
2,20,f,2,sitting,21,BROWN,incongruent,1096,1,
2,20,f,2,sitting,22,RED,incongruent,FALSE,999,
2,20,f,2,sitting,23,BLUE,congruent,857,1,
2,20,f,2,sitting,24,XXXXX,baseline,873,1,
2,20,f,2,sitting,25,XXXXX,baseline,920,1,
2,20,f,2,sitting,26,BLUE,incongruent,1342,999,
2,20,f,2,sitting,27,GREEN,congruent,FALSE,999,
2,20,f,2,sitting,28,BROWN,congruent,784,1,
2,20,f,2,sitting,29,BROWN,congruent,780,1,
2,20,f,2,sitting,30,RED,congruent,786,1,
2,20,f,2,sitting,31,RED,incongruent,892,0,
2,20,f,2,sitting,32,BLUE,incongruent,1193,1,
2,20,f,2,sitting,33,XXXXX,baseline,813,1,
2,20,f,2,sitting,34,XXXXX,baseline,1113,1,
2,20,f,2,sitting,35,BLUE,congruent,863,1,
2,20,f,2,sitting,36,XXXXX,baseline,960,1,
2,20,f,2,sitting,37,BROWN,incongruent,FALSE,999,
2,20,f,2,sitting,38,RED,incongruent,1222,1,
2,20,f,2,sitting,39,XXXX,baseline,856,1,
2,20,f,2,sitting,40,RED,congruent,1106,1,
2,20,f,2,sitting,41,XXXXX,baseline,898,1,
2,20,f,2,sitting,42,XXXX,baseline,782,1,
2,20,f,2,sitting,43,BLUE,congruent,839,1,
2,20,f,2,sitting,44,BROWN,incongruent,1068,1,
2,20,f,2,sitting,45,BLUE,incongruent,758,1,
2,20,f,2,sitting,46,RED,congruent,FALSE,999,
2,20,f,2,sitting,47,BROWN,congruent,FALSE,999,
2,20,f,2,sitting,48,BROWN,incongruent,FALSE,999,
2,20,f,2,sitting,49,BLUE,incongruent,FALSE,999,
2,20,f,2,sitting,50,XXXX,baseline,FALSE,999,
2,20,f,2,sitting,51,XXXX,baseline,FALSE,999,
2,20,f,2,sitting,52,BLUE,incongruent,FALSE,999,
2,20,f,2,sitting,53,XXXX,baseline,FALSE,999,
2,20,f,2,sitting,54,GREEN,congruent,FALSE,999,
2,20,f,2,sitting,55,BROWN,incongruent,FALSE,999,
2,20,f,2,sitting,56,XXX,baseline,FALSE,999,
2,20,f,2,sitting,57,BLUE,incongruent,FALSE,999,
2,20,f,2,sitting,58,XXX,baseline,FALSE,999,
2,20,f,2,sitting,59,RED,incongruent,FALSE,999,
2,20,f,2,sitting,60,BLUE,congruent,FALSE,999,
2,20,f,2,sitting,61,BLUE,congruent,FALSE,999,
2,20,f,2,sitting,62,BLUE,incongruent,FALSE,999,
2,20,f,2,sitting,63,BROWN,congruent,FALSE,999,
2,20,f,2,sitting,64,GREEN,incongruent,FALSE,999,
2,20,f,2,sitting,65,GREEN,incongruent,FALSE,999,
2,20,f,2,sitting,66,BROWN,congruent,FALSE,999,
2,20,f,2,sitting,67,XXXX,baseline,FALSE,999,
2,20,f,2,sitting,68,XXXXX,baseline,FALSE,999,
2,20,f,2,sitting,69,XXX,baseline,FALSE,999,
2,20,f,2,sitting,70,XXX,baseline,FALSE,999,
2,20,f,2,sitting,71,RED,congruent,FALSE,999,
2,20,f,2,sitting,72,GREEN,congruent,FALSE,999,
2,20,f,2,sitting,73,BLUE,congruent,FALSE,999,
2,20,f,2,sitting,74,XXXXX,baseline,FALSE,999,
2,20,f,2,sitting,75,GREEN,incongruent,FALSE,999,
2,20,f,2,sitting,76,RED,incongruent,FALSE,999,
2,20,f,2,sitting,77,RED,congruent,FALSE,999,
